accuracy,precision,recall,f1,mcc
0.4444444444444444,0.3642857142857143,0.3638888888888889,0.3558080808080808,0.18104239728416072
0.6388888888888888,0.6893939393939394,0.6972222222222222,0.6699197860962567,0.5338310534363588
0.3333333333333333,0.2645161290322581,0.38888888888888884,0.2818181818181818,0.2305700660205451
0.6111111111111112,0.7156862745098039,0.65,0.6785037878787878,0.4415926052470352
0.4722222222222222,0.5583333333333333,0.4527777777777777,0.47646520146520144,0.23686622925410053
0.3888888888888889,0.2834967320261438,0.4361111111111111,0.33253205128205127,0.17914852388352867
0.3055555555555556,0.24493464052287583,0.3277777777777778,0.27025641025641023,0.04478713097088217
0.3611111111111111,0.3983516483516484,0.4277777777777777,0.37976190476190474,0.13971156052169503
0.5555555555555556,0.5520499108734404,0.5583333333333332,0.5258352758352758,0.40027837133154187
0.5,0.25816993464052285,0.38888888888888884,0.30439814814814814,0.2843603173155954
