accuracy,precision,recall,f1,mcc
0.4722222222222222,0.29395604395604397,0.4083333333333333,0.33864915572232646,0.22058072921939148
0.3888888888888889,0.2765151515151515,0.3833333333333333,0.3153186274509804,0.17320508075688773
0.4444444444444444,0.5833333333333333,0.5416666666666666,0.4464285714285714,0.3756006149672368
0.2777777777777778,0.4270833333333333,0.375,0.3322829131652661,0.02333800140046683
0.2777777777777778,0.20192307692307693,0.21666666666666667,0.1975609756097561,-0.1276725958966715
0.4722222222222222,0.40714285714285714,0.4833333333333333,0.4118181818181818,0.29684073819429246
0.3333333333333333,0.2549145299145299,0.2833333333333333,0.26515151515151514,0.01774925463570203
0.3611111111111111,0.4875,0.4638888888888889,0.3969581143494187,0.19277963689762076
0.5,0.47702205882352944,0.4638888888888889,0.4334160463192721,0.2871607326939966
0.5833333333333334,0.5367647058823529,0.475,0.4099702380952381,0.4208532696270812
