accuracy,precision,recall,f1,mcc
0.4444444444444444,0.2305194805194805,0.31666666666666665,0.2661122661122661,0.18588395715729555
0.5833333333333334,0.5772435897435898,0.5666666666666667,0.54505772005772,0.4402184315192619
0.3888888888888889,0.3408333333333333,0.4611111111111111,0.3450046685340803,0.25103889327378526
0.5,0.5467261904761904,0.5583333333333333,0.5471712195850127,0.3019544180637788
0.4722222222222222,0.44999999999999996,0.42777777777777776,0.43582887700534756,0.23662155834182735
0.3611111111111111,0.27543859649122804,0.34444444444444444,0.28998316498316495,0.10374890630909703
0.5,0.6534090909090909,0.5638888888888889,0.5504608294930875,0.37752592961982784
0.6111111111111112,0.703125,0.65,0.6272125723738626,0.47159704868175856
0.6666666666666666,0.6694444444444445,0.6027777777777777,0.6101911976911977,0.5191656807237081
0.5833333333333334,0.8022727272727272,0.55,0.5432565284178187,0.47834509795293334
