accuracy,precision,recall,f1,mcc
0.5,0.43461538461538457,0.4,0.3828529194382853,0.2626747912415211
0.6944444444444444,0.7711538461538462,0.7555555555555556,0.7341457922882071,0.6142598026458643
0.4166666666666667,0.59,0.44999999999999996,0.4160830999066293,0.2580584464427929
0.4166666666666667,0.425,0.5333333333333333,0.4542628205128204,0.22760619340004268
0.5277777777777778,0.546875,0.5333333333333333,0.5271889400921659,0.3359045376399069
0.4722222222222222,0.3856792717086835,0.4861111111111111,0.4195156695156695,0.2741667620312636
0.4444444444444444,0.6315993788819876,0.4805555555555555,0.4681818181818182,0.28483004277470003
0.3611111111111111,0.5075757575757576,0.41388888888888886,0.34001831501831503,0.15617094039755522
0.5277777777777778,0.618421052631579,0.48333333333333334,0.5043767507002801,0.3088370306612154
0.4166666666666667,0.21321070234113715,0.35,0.24776785714285715,0.1862546627515181
