accuracy,precision,recall,f1,mcc
0.5555555555555556,0.5498376623376624,0.55,0.5310407239819004,0.41500729461540287
0.7777777777777778,0.8108585858585858,0.8416666666666667,0.8005675954592364,0.7261778816324812
0.6388888888888888,0.6958333333333333,0.711111111111111,0.6741666666666666,0.5242965552319168
0.5833333333333334,0.626984126984127,0.6944444444444444,0.6182692307692308,0.4762596744328328
0.7777777777777778,0.8508771929824561,0.7333333333333333,0.7725490196078431,0.6838001561124097
0.7222222222222222,0.7619047619047619,0.7611111111111112,0.7529137529137528,0.6220534523204346
0.5,0.6,0.5888888888888888,0.5522167487684729,0.36923265148433315
0.4722222222222222,0.5737179487179488,0.5305555555555556,0.5031135531135531,0.2987653958810738
0.6388888888888888,0.7861990950226244,0.6333333333333333,0.640934065934066,0.5123715153383261
0.4444444444444444,0.6494565217391304,0.45555555555555555,0.4333850931677019,0.27596926467015936
