accuracy,precision,recall,f1,mcc
0.4444444444444444,0.375,0.3416666666666667,0.3252032520325203,0.1518588636865044
0.7222222222222222,0.6953431372549019,0.675,0.6826258912655971,0.6034540362120709
0.5277777777777778,0.4060782967032967,0.49444444444444446,0.4367032967032968,0.3488071503401686
0.3055555555555556,0.375,0.3555555555555555,0.36207028265851793,0.02287581699346405
0.3333333333333333,0.3791208791208791,0.4111111111111111,0.36190476190476184,0.09979397180121073
0.4444444444444444,0.39337606837606837,0.4444444444444444,0.4007335257335257,0.2236406084098456
0.5,0.5946969696969697,0.5305555555555556,0.5445512820512821,0.31719985405505907
0.5833333333333334,0.6886029411764706,0.6361111111111112,0.5566964285714285,0.43677104317621074
0.5277777777777778,0.4725877192982456,0.5416666666666667,0.4805796055796056,0.36133239783513105
0.5277777777777778,0.3923611111111111,0.4305555555555556,0.37193847072879327,0.33396613210908405
