accuracy,precision,recall,f1,mcc
0.4722222222222222,0.3005952380952381,0.3194444444444444,0.2702519379844961,0.19141598616813027
0.4166666666666667,0.31491228070175437,0.3333333333333333,0.321301247771836,0.14522529867231115
0.3333333333333333,0.26596638655462185,0.39444444444444443,0.2769230769230769,0.141269572986043
0.3611111111111111,0.41301406926406925,0.4638888888888889,0.3789377289377289,0.1578981539963338
0.4444444444444444,0.4797619047619047,0.5222222222222223,0.48120726495726496,0.2660748458056837
0.8333333333333334,0.8842105263157894,0.8027777777777778,0.8337232620320856,0.767087302059032
0.6111111111111112,0.7,0.6194444444444445,0.6273148148148148,0.4700940282094033
0.6666666666666666,0.7722567287784678,0.6333333333333334,0.6379329734592891,0.5389064557668862
0.6666666666666666,0.5277777777777778,0.6138888888888889,0.5654761904761905,0.5277504136509363
0.5277777777777778,0.5125,0.44166666666666665,0.37660098522167484,0.34809990526353707
